year,month,day,DISCHARGE,DATE,FLAG_NEGATIVE,FLAG_ZERO,RoC,FLAG_RoC,FLAG_IQR,FLAG_REPEATED,OUTLIER_IF,FLAGGED
2015,10,29,6.188,2015-10-29,False,False,0.009999999999999787,False,False,False,False,False
2015,10,30,6.19,2015-10-30,False,False,0.002000000000000668,False,False,False,False,False
2015,10,31,6.188,2015-10-31,False,False,0.002000000000000668,False,False,False,False,False
2015,11,1,6.19,2015-11-01,False,False,0.002000000000000668,False,False,False,False,False
2015,11,2,6.18,2015-11-02,False,False,0.010000000000000675,False,False,False,False,False
2015,11,3,6.192,2015-11-03,False,False,0.012000000000000455,False,False,False,False,False
2015,11,4,13.16,2015-11-04,False,False,6.968,False,False,False,False,False
2015,11,5,18.7,2015-11-05,False,False,5.539999999999999,False,False,False,False,False
2015,11,6,18.69,2015-11-06,False,False,0.00999999999999801,False,False,False,False,False
2015,11,7,18.7,2015-11-07,False,False,0.00999999999999801,False,False,False,False,False
2015,11,8,18.69,2015-11-08,False,False,0.00999999999999801,False,False,False,False,False
2015,11,9,18.69,2015-11-09,False,False,0.0,False,False,False,False,False
2015,11,10,18.69,2015-11-10,False,False,0.0,False,False,False,False,False
2015,11,11,18.7,2015-11-11,False,False,0.00999999999999801,False,False,False,False,False
2015,11,12,18.7,2015-11-12,False,False,0.0,False,False,False,False,False
2015,11,13,18.71,2015-11-13,False,False,0.010000000000001563,False,False,False,False,False
2015,11,14,18.71,2015-11-14,False,False,0.0,False,False,False,False,False
2015,11,15,18.72,2015-11-15,False,False,0.00999999999999801,False,False,False,False,False
2015,11,16,18.72,2015-11-16,False,False,0.0,False,False,False,False,False
2015,11,17,18.71,2015-11-17,False,False,0.00999999999999801,False,False,False,False,False
2015,11,18,18.73,2015-11-18,False,False,0.019999999999999574,False,False,False,False,False
2015,11,19,18.73,2015-11-19,False,False,0.0,False,False,False,False,False
2015,11,20,18.72,2015-11-20,False,False,0.010000000000001563,False,False,False,False,False
2015,11,21,18.73,2015-11-21,False,False,0.010000000000001563,False,False,False,False,False
2015,11,22,18.74,2015-11-22,False,False,0.00999999999999801,False,False,False,False,False
2015,11,23,15.99,2015-11-23,False,False,2.7499999999999982,False,False,False,False,False
2015,11,24,7.902,2015-11-24,False,False,8.088000000000001,False,False,False,False,False
2015,11,25,7.915,2015-11-25,False,False,0.0129999999999999,False,False,False,False,False
2015,11,26,7.932,2015-11-26,False,False,0.017000000000000348,False,False,False,False,False
2015,11,27,7.926,2015-11-27,False,False,0.006000000000000227,False,False,False,False,False
2015,11,28,7.92,2015-11-28,False,False,0.006000000000000227,False,False,False,False,False
2015,11,29,7.923,2015-11-29,False,False,0.0030000000000001137,False,False,False,False,False
2015,11,30,12.32,2015-11-30,False,False,4.397,False,False,False,False,False
2015,12,1,16.44,2015-12-01,False,False,4.120000000000001,False,False,False,False,False
2015,12,2,16.44,2015-12-02,False,False,0.0,False,False,False,False,False
2015,12,3,16.45,2015-12-03,False,False,0.00999999999999801,False,False,False,False,False
2015,12,4,16.45,2015-12-04,False,False,0.0,False,False,False,False,False
2015,12,5,16.47,2015-12-05,False,False,0.019999999999999574,False,False,False,False,False
2015,12,6,16.48,2015-12-06,False,False,0.010000000000001563,False,False,False,False,False
2015,12,7,16.47,2015-12-07,False,False,0.010000000000001563,False,False,False,False,False
2015,12,8,16.48,2015-12-08,False,False,0.010000000000001563,False,False,False,False,False
2015,12,9,16.47,2015-12-09,False,False,0.010000000000001563,False,False,False,False,False
2015,12,10,16.49,2015-12-10,False,False,0.019999999999999574,False,False,False,False,False
2015,12,11,16.49,2015-12-11,False,False,0.0,False,False,False,False,False
2015,12,12,16.49,2015-12-12,False,False,0.0,False,False,False,False,False
2015,12,13,16.47,2015-12-13,False,False,0.019999999999999574,False,False,False,False,False
2015,12,14,16.48,2015-12-14,False,False,0.010000000000001563,False,False,False,False,False
2015,12,15,16.48,2015-12-15,False,False,0.0,False,False,False,False,False
2015,12,16,16.48,2015-12-16,False,False,0.0,False,False,False,False,False
2015,12,17,16.47,2015-12-17,False,False,0.010000000000001563,False,False,False,False,False
2015,12,18,16.46,2015-12-18,False,False,0.00999999999999801,False,False,False,False,False
2015,12,19,16.47,2015-12-19,False,False,0.00999999999999801,False,False,False,False,False
2015,12,20,19.76,2015-12-20,False,False,3.2900000000000027,False,False,False,False,False
2015,12,21,21.98,2015-12-21,False,False,2.219999999999999,False,False,False,False,False
2015,12,22,24.38,2015-12-22,False,False,2.3999999999999986,False,False,False,False,False
2015,12,23,28.1,2015-12-23,False,False,3.7200000000000024,False,False,True,False,True
2015,12,24,28.1,2015-12-24,False,False,0.0,False,False,True,False,True
2015,12,25,28.1,2015-12-25,False,False,0.0,False,False,True,False,True
2015,12,26,28.1,2015-12-26,False,False,0.0,False,False,True,False,True
2015,12,27,28.1,2015-12-27,False,False,0.0,False,False,True,False,True
2015,12,28,28.08,2015-12-28,False,False,0.020000000000003126,False,False,False,False,False
2015,12,29,28.04,2015-12-29,False,False,0.03999999999999915,False,False,False,False,False
2015,12,30,28.06,2015-12-30,False,False,0.019999999999999574,False,False,False,False,False
2015,12,31,28.08,2015-12-31,False,False,0.019999999999999574,False,False,False,False,False
2016,1,1,28.06,2016-01-01,False,False,0.019999999999999574,False,False,False,False,False
2016,1,2,28.05,2016-01-02,False,False,0.00999999999999801,False,False,False,False,False
2016,1,3,28.05,2016-01-03,False,False,0.0,False,False,False,False,False
2016,1,4,28.06,2016-01-04,False,False,0.00999999999999801,False,False,False,False,False
2016,1,5,28.07,2016-01-05,False,False,0.010000000000001563,False,False,False,False,False
2016,1,6,28.07,2016-01-06,False,False,0.0,False,False,False,False,False
2016,1,7,28.06,2016-01-07,False,False,0.010000000000001563,False,False,False,False,False
2016,1,8,28.06,2016-01-08,False,False,0.0,False,False,False,False,False
2016,1,9,28.07,2016-01-09,False,False,0.010000000000001563,False,False,False,False,False
2016,1,10,28.06,2016-01-10,False,False,0.010000000000001563,False,False,False,False,False
2016,1,11,28.05,2016-01-11,False,False,0.00999999999999801,False,False,False,False,False
2016,1,12,28.03,2016-01-12,False,False,0.019999999999999574,False,False,False,False,False
2016,1,13,28.02,2016-01-13,False,False,0.010000000000001563,False,False,False,False,False
2016,1,14,23.46,2016-01-14,False,False,4.559999999999999,False,False,False,False,False
2016,1,15,17.63,2016-01-15,False,False,5.830000000000002,False,False,False,False,False
2016,1,16,17.63,2016-01-16,False,False,0.0,False,False,False,False,False
2016,1,17,17.64,2016-01-17,False,False,0.010000000000001563,False,False,False,False,False
2016,1,18,17.63,2016-01-18,False,False,0.010000000000001563,False,False,False,False,False
2016,1,19,17.63,2016-01-19,False,False,0.0,False,False,False,False,False
2016,1,20,17.64,2016-01-20,False,False,0.010000000000001563,False,False,False,False,False
2016,1,21,17.63,2016-01-21,False,False,0.010000000000001563,False,False,False,False,False
2016,1,22,17.62,2016-01-22,False,False,0.00999999999999801,False,False,False,False,False
2016,1,23,17.63,2016-01-23,False,False,0.00999999999999801,False,False,False,False,False
2016,1,24,17.63,2016-01-24,False,False,0.0,False,False,False,False,False
2016,1,25,17.64,2016-01-25,False,False,0.010000000000001563,False,False,False,False,False
2016,1,26,17.63,2016-01-26,False,False,0.010000000000001563,False,False,False,False,False
2016,1,27,17.63,2016-01-27,False,False,0.0,False,False,False,False,False
2016,1,28,17.62,2016-01-28,False,False,0.00999999999999801,False,False,False,False,False
2016,1,29,17.63,2016-01-29,False,False,0.00999999999999801,False,False,False,False,False
2016,1,30,17.65,2016-01-30,False,False,0.019999999999999574,False,False,False,False,False
2016,1,31,17.65,2016-01-31,False,False,0.0,False,False,False,False,False
2016,2,1,17.63,2016-02-01,False,False,0.019999999999999574,False,False,False,False,False
2016,2,2,17.66,2016-02-02,False,False,0.030000000000001137,False,False,False,False,False
2016,2,3,17.64,2016-02-03,False,False,0.019999999999999574,False,False,False,False,False
2016,2,4,17.64,2016-02-04,False,False,0.0,False,False,False,False,False
2016,2,5,17.62,2016-02-05,False,False,0.019999999999999574,False,False,False,False,False
2016,2,6,17.65,2016-02-06,False,False,0.029999999999997584,False,False,False,False,False
2016,2,7,17.63,2016-02-07,False,False,0.019999999999999574,False,False,False,False,False
2016,2,8,17.63,2016-02-08,False,False,0.0,False,False,False,False,False
2016,2,9,17.63,2016-02-09,False,False,0.0,False,False,False,False,False
2016,2,10,17.64,2016-02-10,False,False,0.010000000000001563,False,False,False,False,False
2016,2,11,17.63,2016-02-11,False,False,0.010000000000001563,False,False,False,False,False
2016,2,12,17.63,2016-02-12,False,False,0.0,False,False,False,False,False
2016,2,13,17.63,2016-02-13,False,False,0.0,False,False,False,False,False
2016,2,14,17.64,2016-02-14,False,False,0.010000000000001563,False,False,False,False,False
2016,2,15,17.65,2016-02-15,False,False,0.00999999999999801,False,False,False,False,False
2016,2,16,17.65,2016-02-16,False,False,0.0,False,False,False,False,False
2016,2,17,17.65,2016-02-17,False,False,0.0,False,False,False,False,False
2016,2,18,17.65,2016-02-18,False,False,0.0,False,False,False,False,False
2016,2,19,13.9,2016-02-19,False,False,3.7499999999999982,False,False,False,False,False
2016,2,20,11.38,2016-02-20,False,False,2.5199999999999996,False,False,False,False,False
2016,2,21,11.38,2016-02-21,False,False,0.0,False,False,False,False,False
2016,2,22,11.38,2016-02-22,False,False,0.0,False,False,False,False,False
2016,2,23,11.39,2016-02-23,False,False,0.009999999999999787,False,False,False,False,False
2016,2,24,11.38,2016-02-24,False,False,0.009999999999999787,False,False,False,False,False
2016,2,25,11.38,2016-02-25,False,False,0.0,False,False,False,False,False
2016,2,26,11.38,2016-02-26,False,False,0.0,False,False,False,False,False
2016,2,27,11.4,2016-02-27,False,False,0.019999999999999574,False,False,False,False,False
2016,2,28,11.4,2016-02-28,False,False,0.0,False,False,False,False,False
2016,2,29,11.41,2016-02-29,False,False,0.009999999999999787,False,False,False,False,False
2016,3,1,11.4,2016-03-01,False,False,0.009999999999999787,False,False,False,False,False
2016,3,2,11.41,2016-03-02,False,False,0.009999999999999787,False,False,False,False,False
2016,3,3,11.41,2016-03-03,False,False,0.0,False,False,False,False,False
2016,3,4,11.41,2016-03-04,False,False,0.0,False,False,False,False,False
2016,3,5,11.4,2016-03-05,False,False,0.009999999999999787,False,False,False,False,False
2016,3,6,11.41,2016-03-06,False,False,0.009999999999999787,False,False,False,False,False
2016,3,7,11.42,2016-03-07,False,False,0.009999999999999787,False,False,False,False,False
2016,3,8,11.41,2016-03-08,False,False,0.009999999999999787,False,False,False,False,False
2016,3,9,11.41,2016-03-09,False,False,0.0,False,False,False,False,False
2016,3,10,11.42,2016-03-10,False,False,0.009999999999999787,False,False,False,False,False
2016,3,11,11.41,2016-03-11,False,False,0.009999999999999787,False,False,False,False,False
2016,3,12,11.42,2016-03-12,False,False,0.009999999999999787,False,False,False,False,False
2016,3,13,11.41,2016-03-13,False,False,0.009999999999999787,False,False,True,False,True
2016,3,14,11.41,2016-03-14,False,False,0.0,False,False,True,False,True
2016,3,15,11.41,2016-03-15,False,False,0.0,False,False,True,False,True
2016,3,16,11.41,2016-03-16,False,False,0.0,False,False,True,False,True
2016,3,17,11.41,2016-03-17,False,False,0.0,False,False,True,False,True
2016,3,18,11.42,2016-03-18,False,False,0.009999999999999787,False,False,False,False,False
2016,3,19,11.42,2016-03-19,False,False,0.0,False,False,False,False,False
2016,3,20,11.42,2016-03-20,False,False,0.0,False,False,False,False,False
2016,3,21,11.43,2016-03-21,False,False,0.009999999999999787,False,False,False,False,False
2016,3,22,11.43,2016-03-22,False,False,0.0,False,False,False,False,False
2016,3,23,11.44,2016-03-23,False,False,0.009999999999999787,False,False,False,False,False
2016,3,24,11.42,2016-03-24,False,False,0.019999999999999574,False,False,False,False,False
2016,3,25,11.42,2016-03-25,False,False,0.0,False,False,False,False,False
2016,3,26,11.41,2016-03-26,False,False,0.009999999999999787,False,False,False,False,False
2016,3,27,11.42,2016-03-27,False,False,0.009999999999999787,False,False,False,False,False
2016,3,28,11.42,2016-03-28,False,False,0.0,False,False,False,False,False
2016,3,29,11.43,2016-03-29,False,False,0.009999999999999787,False,False,False,False,False
2016,3,30,11.43,2016-03-30,False,False,0.0,False,False,False,False,False
2016,3,31,11.41,2016-03-31,False,False,0.019999999999999574,False,False,False,False,False
2016,4,1,11.43,2016-04-01,False,False,0.019999999999999574,False,False,False,False,False
2016,4,2,11.43,2016-04-02,False,False,0.0,False,False,False,False,False
2016,4,3,11.44,2016-04-03,False,False,0.009999999999999787,False,False,False,False,False
2016,4,4,11.44,2016-04-04,False,False,0.0,False,False,False,False,False
2016,4,5,23.59,2016-04-05,False,False,12.15,False,False,False,False,False
2016,4,6,44.23,2016-04-06,False,False,20.639999999999997,True,False,False,False,True
2016,4,7,50.4,2016-04-07,False,False,6.170000000000002,False,False,False,False,False
2016,4,8,50.39,2016-04-08,False,False,0.00999999999999801,False,False,False,False,False
2016,4,9,50.38,2016-04-09,False,False,0.00999999999999801,False,False,False,False,False
2016,4,10,50.38,2016-04-10,False,False,0.0,False,False,False,False,False
2016,4,11,50.37,2016-04-11,False,False,0.010000000000005116,False,False,False,False,False
2016,4,12,50.36,2016-04-12,False,False,0.00999999999999801,False,False,False,False,False
2016,4,13,81.9,2016-04-13,False,False,31.540000000000006,True,False,False,False,True
2016,4,14,99.1,2016-04-14,False,False,17.19999999999999,False,False,False,False,False
2016,4,15,99.1,2016-04-15,False,False,0.0,False,False,False,False,False
2016,4,16,99.1,2016-04-16,False,False,0.0,False,False,False,False,False
2016,4,17,99.0,2016-04-17,False,False,0.09999999999999432,False,False,False,False,False
2016,4,18,99.0,2016-04-18,False,False,0.0,False,False,False,False,False
2016,4,19,86.1,2016-04-19,False,False,12.900000000000006,False,False,False,False,False
2016,4,20,72.45,2016-04-20,False,False,13.649999999999991,False,False,False,False,False
2016,4,21,70.69,2016-04-21,False,False,1.7600000000000051,False,False,False,False,False
2016,4,22,75.04,2016-04-22,False,False,4.3500000000000085,False,False,False,False,False
2016,4,23,75.04,2016-04-23,False,False,0.0,False,False,False,False,False
2016,4,24,75.03,2016-04-24,False,False,0.010000000000005116,False,False,False,False,False
2016,4,25,75.0,2016-04-25,False,False,0.030000000000001137,False,False,False,False,False
2016,4,26,75.01,2016-04-26,False,False,0.010000000000005116,False,False,False,False,False
2016,4,27,74.89,2016-04-27,False,False,0.12000000000000455,False,False,False,False,False
2016,4,28,69.22,2016-04-28,False,False,5.670000000000002,False,False,False,False,False
2016,4,29,63.01,2016-04-29,False,False,6.210000000000001,False,False,False,False,False
2016,4,30,63.01,2016-04-30,False,False,0.0,False,False,False,False,False
2016,5,1,63.01,2016-05-01,False,False,0.0,False,False,False,False,False
2016,5,2,63.0,2016-05-02,False,False,0.00999999999999801,False,False,False,False,False
2016,5,3,63.0,2016-05-03,False,False,0.0,False,False,False,False,False
2016,5,4,63.0,2016-05-04,False,False,0.0,False,False,False,False,False
2016,5,5,58.36,2016-05-05,False,False,4.640000000000001,False,False,False,False,False
2016,5,6,56.69,2016-05-06,False,False,1.6700000000000017,False,False,False,False,False
2016,5,7,64.53,2016-05-07,False,False,7.840000000000003,False,False,False,False,False
2016,5,8,67.65,2016-05-08,False,False,3.1200000000000045,False,False,False,False,False
2016,5,9,67.65,2016-05-09,False,False,0.0,False,False,False,False,False
2016,5,10,67.66,2016-05-10,False,False,0.009999999999990905,False,False,False,False,False
2016,5,11,78.07,2016-05-11,False,False,10.409999999999997,False,False,False,False,False
2016,5,12,88.0,2016-05-12,False,False,9.930000000000007,False,False,False,False,False
2016,5,13,91.4,2016-05-13,False,False,3.4000000000000057,False,False,False,False,False
2016,5,14,98.8,2016-05-14,False,False,7.3999999999999915,False,False,False,False,False
2016,5,15,101.4,2016-05-15,False,False,2.6000000000000085,False,False,False,False,False
2016,5,16,103.5,2016-05-16,False,False,2.0999999999999943,False,False,False,False,False
2016,5,17,105.2,2016-05-17,False,False,1.7000000000000028,False,False,False,False,False
2016,5,18,105.3,2016-05-18,False,False,0.09999999999999432,False,False,False,False,False
2016,5,19,105.4,2016-05-19,False,False,0.10000000000000853,False,False,False,False,False
2016,5,20,105.5,2016-05-20,False,False,0.09999999999999432,False,False,False,False,False
2016,5,21,105.7,2016-05-21,False,False,0.20000000000000284,False,False,False,False,False
2016,5,22,105.8,2016-05-22,False,False,0.09999999999999432,False,False,False,False,False
2016,5,23,95.4,2016-05-23,False,False,10.399999999999991,False,False,False,False,False
2016,5,24,90.5,2016-05-24,False,False,4.900000000000006,False,False,False,False,False
2016,5,25,125.0,2016-05-25,False,False,34.5,True,False,False,False,True
2016,5,26,137.8,2016-05-26,False,False,12.800000000000011,False,False,False,False,False
2016,5,27,137.8,2016-05-27,False,False,0.0,False,False,False,False,False
2016,5,28,138.0,2016-05-28,False,False,0.19999999999998863,False,False,False,False,False
2016,5,29,138.1,2016-05-29,False,False,0.09999999999999432,False,False,False,False,False
2016,5,30,138.2,2016-05-30,False,False,0.09999999999999432,False,False,False,False,False
2016,5,31,138.4,2016-05-31,False,False,0.20000000000001705,False,False,False,False,False
2016,6,1,142.2,2016-06-01,False,False,3.799999999999983,False,False,False,False,False
2016,6,2,145.6,2016-06-02,False,False,3.4000000000000057,False,False,False,False,False
2016,6,3,148.4,2016-06-03,False,False,2.8000000000000114,False,False,False,False,False
2016,6,4,148.8,2016-06-04,False,False,0.4000000000000057,False,False,False,False,False
2016,6,5,149.2,2016-06-05,False,False,0.39999999999997726,False,False,False,False,False
2016,6,6,149.2,2016-06-06,False,False,0.0,False,False,False,False,False
2016,6,7,149.1,2016-06-07,False,False,0.09999999999999432,False,False,False,False,False
2016,6,8,161.0,2016-06-08,False,False,11.900000000000006,False,False,False,False,False
2016,6,9,163.5,2016-06-09,False,False,2.5,False,False,False,False,False
2016,6,10,158.9,2016-06-10,False,False,4.599999999999994,False,False,False,False,False
2016,6,11,159.1,2016-06-11,False,False,0.19999999999998863,False,False,False,False,False
2016,6,12,159.3,2016-06-12,False,False,0.20000000000001705,False,False,False,False,False
2016,6,13,159.4,2016-06-13,False,False,0.09999999999999432,False,False,False,False,False
2016,6,14,157.9,2016-06-14,False,False,1.5,False,False,False,False,False
2016,6,15,161.9,2016-06-15,False,False,4.0,False,False,False,False,False
2016,6,16,154.9,2016-06-16,False,False,7.0,False,False,False,False,False
2016,6,17,147.8,2016-06-17,False,False,7.099999999999994,False,False,True,False,True
2016,6,18,147.8,2016-06-18,False,False,0.0,False,False,True,False,True
2016,6,19,147.8,2016-06-19,False,False,0.0,False,False,True,False,True
2016,6,20,147.8,2016-06-20,False,False,0.0,False,False,True,False,True
2016,6,21,147.8,2016-06-21,False,False,0.0,False,False,True,False,True
2016,6,22,147.8,2016-06-22,False,False,0.0,False,False,True,False,True
2016,6,23,147.8,2016-06-23,False,False,0.0,False,False,True,False,True
2016,6,24,147.7,2016-06-24,False,False,0.10000000000002274,False,False,False,False,False
2016,6,25,147.7,2016-06-25,False,False,0.0,False,False,False,False,False
2016,6,26,147.7,2016-06-26,False,False,0.0,False,False,False,False,False
2016,6,27,147.6,2016-06-27,False,False,0.09999999999999432,False,False,False,False,False
2016,6,28,148.2,2016-06-28,False,False,0.5999999999999943,False,False,False,False,False
2016,6,29,171.2,2016-06-29,False,False,23.0,True,False,False,False,True
2016,6,30,194.9,2016-06-30,False,False,23.700000000000017,True,False,False,True,True
2016,7,1,200.4,2016-07-01,False,False,5.5,False,False,False,True,True
2016,7,2,196.5,2016-07-02,False,False,3.9000000000000057,False,False,False,True,True
2016,7,3,194.2,2016-07-03,False,False,2.3000000000000114,False,False,False,True,True
2016,7,4,194.1,2016-07-04,False,False,0.09999999999999432,False,False,False,True,True
2016,7,5,194.0,2016-07-05,False,False,0.09999999999999432,False,False,False,True,True
2016,7,6,181.6,2016-07-06,False,False,12.400000000000006,False,False,False,True,True
2016,7,7,161.4,2016-07-07,False,False,20.19999999999999,True,False,False,False,True
2016,7,8,156.6,2016-07-08,False,False,4.800000000000011,False,False,False,False,False
2016,7,9,158.8,2016-07-09,False,False,2.200000000000017,False,False,False,False,False
2016,7,10,160.4,2016-07-10,False,False,1.5999999999999943,False,False,False,False,False
2016,7,11,160.3,2016-07-11,False,False,0.09999999999999432,False,False,False,False,False
2016,7,12,160.2,2016-07-12,False,False,0.10000000000002274,False,False,False,False,False
2016,7,13,166.3,2016-07-13,False,False,6.100000000000023,False,False,False,False,False
2016,7,14,170.0,2016-07-14,False,False,3.6999999999999886,False,False,False,False,False
2016,7,15,169.4,2016-07-15,False,False,0.5999999999999943,False,False,False,False,False
2016,7,16,169.3,2016-07-16,False,False,0.09999999999999432,False,False,False,False,False
2016,7,17,169.2,2016-07-17,False,False,0.10000000000002274,False,False,False,False,False
2016,7,18,169.0,2016-07-18,False,False,0.19999999999998863,False,False,False,False,False
2016,7,19,168.9,2016-07-19,False,False,0.09999999999999432,False,False,False,False,False
2016,7,20,0.0,2016-07-20,False,True,168.9,True,False,False,False,True
2016,7,21,174.6,2016-07-21,False,False,174.6,True,False,False,False,True
2016,7,22,0.0,2016-07-22,False,True,174.6,True,False,False,False,True
2016,7,23,188.3,2016-07-23,False,False,188.3,True,False,False,True,True
2016,7,24,188.1,2016-07-24,False,False,0.20000000000001705,False,False,False,True,True
2016,7,25,191.5,2016-07-25,False,False,3.4000000000000057,False,False,False,True,True
2016,7,26,196.9,2016-07-26,False,False,5.400000000000006,False,False,False,True,True
2016,7,27,192.7,2016-07-27,False,False,4.200000000000017,False,False,False,True,True
2016,7,28,190.3,2016-07-28,False,False,2.3999999999999773,False,False,False,True,True
2016,7,29,0.0,2016-07-29,False,True,190.3,True,False,False,False,True
2016,7,30,189.9,2016-07-30,False,False,189.9,True,False,False,True,True
2016,7,31,189.7,2016-07-31,False,False,0.20000000000001705,False,False,False,True,True
2016,8,1,189.5,2016-08-01,False,False,0.19999999999998863,False,False,False,True,True
2016,8,2,189.3,2016-08-02,False,False,0.19999999999998863,False,False,False,True,True
2016,8,3,177.3,2016-08-03,False,False,12.0,False,False,False,False,False
2016,8,4,165.6,2016-08-04,False,False,11.700000000000017,False,False,False,False,False
2016,8,5,161.3,2016-08-05,False,False,4.299999999999983,False,False,False,False,False
2016,8,6,161.1,2016-08-06,False,False,0.20000000000001705,False,False,False,False,False
2016,8,7,161.0,2016-08-07,False,False,0.09999999999999432,False,False,False,False,False
2016,8,8,160.9,2016-08-08,False,False,0.09999999999999432,False,False,False,False,False
2016,8,9,160.7,2016-08-09,False,False,0.20000000000001705,False,False,False,False,False
2016,8,10,159.0,2016-08-10,False,False,1.6999999999999886,False,False,False,False,False
2016,8,11,153.1,2016-08-11,False,False,5.900000000000006,False,False,False,False,False
2016,8,12,150.2,2016-08-12,False,False,2.9000000000000057,False,False,False,False,False
2016,8,13,145.4,2016-08-13,False,False,4.799999999999983,False,False,False,False,False
2016,8,14,140.9,2016-08-14,False,False,4.5,False,False,False,False,False
2016,8,15,140.8,2016-08-15,False,False,0.09999999999999432,False,False,False,False,False
2016,8,16,140.6,2016-08-16,False,False,0.20000000000001705,False,False,False,False,False
2016,8,17,131.1,2016-08-17,False,False,9.5,False,False,False,False,False
2016,8,18,132.9,2016-08-18,False,False,1.8000000000000114,False,False,False,False,False
2016,8,19,132.8,2016-08-19,False,False,0.09999999999999432,False,False,False,False,False
2016,8,20,132.6,2016-08-20,False,False,0.20000000000001705,False,False,False,False,False
2016,8,21,132.5,2016-08-21,False,False,0.09999999999999432,False,False,False,False,False
2016,8,22,132.4,2016-08-22,False,False,0.09999999999999432,False,False,False,False,False
2016,8,23,132.3,2016-08-23,False,False,0.09999999999999432,False,False,False,False,False
2016,8,24,129.5,2016-08-24,False,False,2.8000000000000114,False,False,False,False,False
2016,8,25,126.1,2016-08-25,False,False,3.4000000000000057,False,False,False,False,False
2016,8,26,124.6,2016-08-26,False,False,1.5,False,False,False,False,False
2016,8,27,124.5,2016-08-27,False,False,0.09999999999999432,False,False,False,False,False
2016,8,28,123.6,2016-08-28,False,False,0.9000000000000057,False,False,False,False,False
2016,8,29,122.3,2016-08-29,False,False,1.2999999999999972,False,False,False,False,False
2016,8,30,122.2,2016-08-30,False,False,0.09999999999999432,False,False,False,False,False
2016,8,31,116.8,2016-08-31,False,False,5.400000000000006,False,False,False,False,False
2016,9,1,113.7,2016-09-01,False,False,3.0999999999999943,False,False,False,False,False
2016,9,2,113.6,2016-09-02,False,False,0.10000000000000853,False,False,False,False,False
2016,9,3,113.5,2016-09-03,False,False,0.09999999999999432,False,False,False,False,False
2016,9,4,113.4,2016-09-04,False,False,0.09999999999999432,False,False,False,False,False
2016,9,5,113.3,2016-09-05,False,False,0.10000000000000853,False,False,False,False,False
2016,9,6,113.3,2016-09-06,False,False,0.0,False,False,False,False,False
2016,9,7,107.2,2016-09-07,False,False,6.099999999999994,False,False,False,False,False
2016,9,8,102.7,2016-09-08,False,False,4.5,False,False,False,False,False
2016,9,9,107.2,2016-09-09,False,False,4.5,False,False,False,False,False
2016,9,10,111.9,2016-09-10,False,False,4.700000000000003,False,False,False,False,False
2016,9,11,114.0,2016-09-11,False,False,2.0999999999999943,False,False,False,False,False
2016,9,12,115.0,2016-09-12,False,False,1.0,False,False,False,False,False
2016,9,13,114.9,2016-09-13,False,False,0.09999999999999432,False,False,False,False,False
2016,9,14,114.8,2016-09-14,False,False,0.10000000000000853,False,False,False,False,False
